"Plot Title: EHP-04"
"#","Date Time, GMT-03:00","Chuva, mm (LGR S/N: 10440736, SEN S/N: 10440736, LBL: Chuva)","Soma Acum.: Chuva, mm (LGR S/N: 10440736)"
1682,12/24/19 02:25:00 AM,,0.0
1683,12/24/19 02:30:00 AM,,0.0
1684,12/24/19 02:35:00 AM,,0.0
1685,12/24/19 02:40:00 AM,,0.0
1686,12/24/19 02:45:00 AM,,0.0
1687,12/24/19 02:50:00 AM,,0.0
1688,12/24/19 02:55:00 AM,,0.0
1689,12/24/19 03:00:00 AM,,0.0
1690,12/24/19 03:05:00 AM,,0.0
1691,12/24/19 03:10:00 AM,,0.0
1692,12/24/19 03:15:00 AM,,0.0
1693,12/24/19 03:20:00 AM,,0.0
1694,12/24/19 03:25:00 AM,,0.0
1695,12/24/19 03:30:00 AM,,0.0
1696,12/24/19 03:35:00 AM,,0.0
1697,12/24/19 03:40:00 AM,,0.0
1698,12/24/19 03:45:00 AM,,0.0
1699,12/24/19 03:50:00 AM,,0.0
1700,12/24/19 03:55:00 AM,,0.0
1701,12/24/19 04:00:00 AM,,0.0
1702,12/24/19 04:05:00 AM,,0.0
1703,12/24/19 04:10:00 AM,,0.0
1704,12/24/19 04:15:00 AM,,0.0
1705,12/24/19 04:20:00 AM,,0.0
1706,12/24/19 04:25:00 AM,,0.0
1707,12/24/19 04:30:00 AM,,0.0
1708,12/24/19 04:35:00 AM,,0.0
1709,12/24/19 04:40:00 AM,,0.0
1710,12/24/19 04:45:00 AM,,0.0
1711,12/24/19 04:50:00 AM,,0.0
1712,12/24/19 04:55:00 AM,,0.0
1713,12/24/19 05:00:00 AM,,0.0
1714,12/24/19 05:05:00 AM,,0.0
1715,12/24/19 05:10:00 AM,,0.0
1716,12/24/19 05:15:00 AM,,0.0
1717,12/24/19 05:20:00 AM,,0.0
1718,12/24/19 05:25:00 AM,,0.0
1719,12/24/19 05:30:00 AM,,0.0
1720,12/24/19 05:35:00 AM,,0.0
1721,12/24/19 05:40:00 AM,,0.0
1722,12/24/19 05:45:00 AM,,0.0
1723,12/24/19 05:50:00 AM,,0.0
1724,12/24/19 05:55:00 AM,,0.0
1725,12/24/19 06:00:00 AM,,0.0
1726,12/24/19 06:05:00 AM,,0.0
1727,12/24/19 06:10:00 AM,,0.0
1728,12/24/19 06:15:00 AM,,0.0
1729,12/24/19 06:20:00 AM,,0.0
1730,12/24/19 06:25:00 AM,,0.0
1731,12/24/19 06:30:00 AM,,0.0
1732,12/24/19 06:35:00 AM,,0.0
1733,12/24/19 06:40:00 AM,,0.0
1734,12/24/19 06:45:00 AM,,0.0
1735,12/24/19 06:50:00 AM,,0.0
1736,12/24/19 06:55:00 AM,,0.0
1737,12/24/19 07:00:00 AM,,0.0
1738,12/24/19 07:05:00 AM,,0.0
1739,12/24/19 07:10:00 AM,,0.0
1740,12/24/19 07:15:00 AM,,0.0
1741,12/24/19 07:20:00 AM,,0.0
1742,12/24/19 07:25:00 AM,,0.0
1743,12/24/19 07:30:00 AM,,0.0
1744,12/24/19 07:35:00 AM,,0.0
1745,12/24/19 07:40:00 AM,,0.0
1746,12/24/19 07:45:00 AM,,0.0
1747,12/24/19 07:50:00 AM,,0.0
1748,12/24/19 07:55:00 AM,,0.0
1749,12/24/19 08:00:00 AM,,0.0
1750,12/24/19 08:05:00 AM,,0.0
1751,12/24/19 08:10:00 AM,,0.0
1752,12/24/19 08:15:00 AM,,0.0
1753,12/24/19 08:20:00 AM,,0.0
1754,12/24/19 08:25:00 AM,,0.0
1755,12/24/19 08:30:00 AM,,0.0
1756,12/24/19 08:35:00 AM,,0.0
1757,12/24/19 08:40:00 AM,,0.0
1758,12/24/19 08:45:00 AM,,0.0
1759,12/24/19 08:50:00 AM,,0.0
1760,12/24/19 08:55:00 AM,,0.0
1761,12/24/19 09:00:00 AM,,0.0
1762,12/24/19 09:05:00 AM,,0.0
1763,12/24/19 09:10:00 AM,,0.0
1764,12/24/19 09:15:00 AM,,0.0
1765,12/24/19 09:20:00 AM,,0.0
1766,12/24/19 09:25:00 AM,,0.0
1767,12/24/19 09:30:00 AM,,0.0
1768,12/24/19 09:35:00 AM,,0.0
1769,12/24/19 09:40:00 AM,,0.0
1770,12/24/19 09:45:00 AM,,0.0
1771,12/24/19 09:50:00 AM,,0.0
1772,12/24/19 09:55:00 AM,,0.0
1773,12/24/19 10:00:00 AM,,0.0
1774,12/24/19 10:05:00 AM,,0.0
1775,12/24/19 10:10:00 AM,,0.0
1776,12/24/19 10:15:00 AM,,0.0
1777,12/24/19 10:20:00 AM,,0.0
1778,12/24/19 10:25:00 AM,,0.0
1779,12/24/19 10:30:00 AM,,0.0
1780,12/24/19 10:35:00 AM,,0.0
1781,12/24/19 10:40:00 AM,,0.0
1782,12/24/19 10:45:00 AM,,0.0
1783,12/24/19 10:50:00 AM,,0.0
1784,12/24/19 10:55:00 AM,,0.0
1785,12/24/19 11:00:00 AM,,0.0
1786,12/24/19 11:05:00 AM,,0.0
1787,12/24/19 11:10:00 AM,,0.0
1788,12/24/19 11:15:00 AM,,0.0
1789,12/24/19 11:20:00 AM,,0.0
1790,12/24/19 11:25:00 AM,,0.0
1791,12/24/19 11:30:00 AM,,0.0
1792,12/24/19 11:35:00 AM,,0.0
1793,12/24/19 11:40:00 AM,,0.0
1794,12/24/19 11:45:00 AM,,0.0
1795,12/24/19 11:50:00 AM,,0.0
1796,12/24/19 11:55:00 AM,,0.0
1797,12/24/19 12:00:00 PM,,0.0
1798,12/24/19 12:05:00 PM,,0.0
1799,12/24/19 12:10:00 PM,,0.0
1800,12/24/19 12:15:00 PM,,0.0
1801,12/24/19 12:20:00 PM,,0.0
1802,12/24/19 12:25:00 PM,,0.0
1803,12/24/19 12:30:00 PM,,0.0
1804,12/24/19 12:35:00 PM,,0.0
1805,12/24/19 12:40:00 PM,,0.0
1806,12/24/19 12:45:00 PM,,0.0
1807,12/24/19 12:50:00 PM,,0.0
1808,12/24/19 12:55:00 PM,,0.0
1809,12/24/19 01:00:00 PM,,0.0
1810,12/24/19 01:05:00 PM,,0.0
1811,12/24/19 01:10:00 PM,,0.0
1812,12/24/19 01:15:00 PM,,0.0
1813,12/24/19 01:20:00 PM,,0.0
1814,12/24/19 01:25:00 PM,,0.0
1815,12/24/19 01:30:00 PM,,0.0
1816,12/24/19 01:35:00 PM,,0.0
1817,12/24/19 01:40:00 PM,,0.0
1818,12/24/19 01:45:00 PM,,0.0
1819,12/24/19 01:50:00 PM,,0.0
1820,12/24/19 01:55:00 PM,,0.0
1821,12/24/19 02:00:00 PM,,0.0
1822,12/24/19 02:05:00 PM,,0.0
1823,12/24/19 02:10:00 PM,,0.0
1824,12/24/19 02:15:00 PM,,0.0
1825,12/24/19 02:20:00 PM,,0.0
1826,12/24/19 02:25:00 PM,,0.0
1827,12/24/19 02:30:00 PM,,0.0
1828,12/24/19 02:35:00 PM,,0.0
1829,12/24/19 02:40:00 PM,,0.0
1830,12/24/19 02:45:00 PM,,0.0
1831,12/24/19 02:50:00 PM,,0.0
1832,12/24/19 02:55:00 PM,,0.0
1833,12/24/19 03:00:00 PM,,0.0
1834,12/24/19 03:05:00 PM,,0.0
1835,12/24/19 03:10:00 PM,,0.0
1836,12/24/19 03:15:00 PM,,0.0
1837,12/24/19 03:20:00 PM,,0.0
1838,12/24/19 03:25:00 PM,,0.0
1839,12/24/19 03:30:00 PM,,0.0
1840,12/24/19 03:35:00 PM,,0.0
1841,12/24/19 03:40:00 PM,,0.0
1842,12/24/19 03:45:00 PM,,0.0
1843,12/24/19 03:50:00 PM,,0.0
1844,12/24/19 03:55:00 PM,,0.0
1845,12/24/19 04:00:00 PM,,0.0
1846,12/24/19 04:05:00 PM,,0.0
1847,12/24/19 04:10:00 PM,,0.0
1848,12/24/19 04:15:00 PM,,0.0
1849,12/24/19 04:20:00 PM,,0.0
1850,12/24/19 04:25:00 PM,,0.0
1851,12/24/19 04:30:00 PM,,0.0
1852,12/24/19 04:35:00 PM,,0.0
1853,12/24/19 04:40:00 PM,,0.0
1854,12/24/19 04:45:00 PM,,0.0
1855,12/24/19 04:50:00 PM,,0.0
1856,12/24/19 04:55:00 PM,,0.0
1857,12/24/19 05:00:00 PM,,0.0
1858,12/24/19 05:05:00 PM,,0.0
1859,12/24/19 05:10:00 PM,,0.0
1860,12/24/19 05:15:00 PM,,0.0
1861,12/24/19 05:20:00 PM,,0.0
1862,12/24/19 05:25:00 PM,,0.0
1863,12/24/19 05:30:00 PM,,0.0
1864,12/24/19 05:35:00 PM,,0.0
1865,12/24/19 05:40:00 PM,,0.0
1866,12/24/19 05:45:00 PM,,0.0
1867,12/24/19 05:50:00 PM,,0.0
1868,12/24/19 05:55:00 PM,,0.0
1869,12/24/19 06:00:00 PM,,0.0
1870,12/24/19 06:05:00 PM,,0.0
1871,12/24/19 06:10:00 PM,,0.0
1872,12/24/19 06:15:00 PM,,0.0
1873,12/24/19 06:20:00 PM,,0.0
1874,12/24/19 06:25:00 PM,,0.0
1875,12/24/19 06:30:00 PM,,0.0
1876,12/24/19 06:35:00 PM,,0.0
1877,12/24/19 06:40:00 PM,,0.0
1878,12/24/19 06:45:00 PM,,0.0
1879,12/24/19 06:50:00 PM,,0.0
1880,12/24/19 06:55:00 PM,,0.0
1881,12/24/19 07:00:00 PM,,0.0
1882,12/24/19 07:05:00 PM,,0.0
1883,12/24/19 07:10:00 PM,,0.0
1884,12/24/19 07:15:00 PM,,0.0
1885,12/24/19 07:20:00 PM,,0.0
1886,12/24/19 07:25:00 PM,,0.0
1887,12/24/19 07:30:00 PM,,0.0
1888,12/24/19 07:35:00 PM,,0.0
1889,12/24/19 07:40:00 PM,,0.0
1890,12/24/19 07:45:00 PM,,0.0
1891,12/24/19 07:50:00 PM,,0.0
1892,12/24/19 07:55:00 PM,,0.0
1893,12/24/19 08:00:00 PM,,0.0
1894,12/24/19 08:05:00 PM,,0.0
1895,12/24/19 08:10:00 PM,,0.0
1896,12/24/19 08:15:00 PM,,0.0
1897,12/24/19 08:20:00 PM,,0.0
1898,12/24/19 08:25:00 PM,,0.0
1899,12/24/19 08:30:00 PM,,0.0
1900,12/24/19 08:35:00 PM,,0.0
1901,12/24/19 08:40:00 PM,,0.0
1902,12/24/19 08:45:00 PM,,0.0
1903,12/24/19 08:50:00 PM,,0.0
1904,12/24/19 08:55:00 PM,,0.0
1905,12/24/19 09:00:00 PM,,0.0
1906,12/24/19 09:05:00 PM,,0.0
1907,12/24/19 09:10:00 PM,,0.0
1908,12/24/19 09:15:00 PM,,0.0
1909,12/24/19 09:20:00 PM,,0.0
1910,12/24/19 09:25:00 PM,,0.0
1911,12/24/19 09:30:00 PM,,0.0
1912,12/24/19 09:35:00 PM,,0.0
1913,12/24/19 09:40:00 PM,,0.0
1914,12/24/19 09:45:00 PM,,0.0
1915,12/24/19 09:50:00 PM,,0.0
1916,12/24/19 09:55:00 PM,,0.0
1917,12/24/19 10:00:00 PM,,0.0
1918,12/24/19 10:05:00 PM,,0.0
1919,12/24/19 10:10:00 PM,,0.0
1920,12/24/19 10:15:00 PM,,0.0
1921,12/24/19 10:20:00 PM,,0.0
1922,12/24/19 10:25:00 PM,,0.0
1923,12/24/19 10:30:00 PM,,0.0
1924,12/24/19 10:35:00 PM,,0.0
1925,12/24/19 10:40:00 PM,,0.0
1926,12/24/19 10:45:00 PM,,0.0
1927,12/24/19 10:50:00 PM,,0.0
1928,12/24/19 10:55:00 PM,,0.0
1929,12/24/19 11:00:00 PM,,0.0
1930,12/24/19 11:05:00 PM,,0.0
1931,12/24/19 11:10:00 PM,,0.0
1932,12/24/19 11:15:00 PM,,0.0
1933,12/24/19 11:20:00 PM,,0.0
1934,12/24/19 11:25:00 PM,,0.0
1935,12/24/19 11:30:00 PM,,0.0
1936,12/24/19 11:35:00 PM,,0.0
1937,12/24/19 11:40:00 PM,,0.0
1938,12/24/19 11:45:00 PM,,0.0
1939,12/24/19 11:50:00 PM,,0.0
1940,12/24/19 11:55:00 PM,,0.0
1941,12/25/19 12:00:00 AM,,0.0
1942,12/25/19 12:05:00 AM,,0.0
1943,12/25/19 12:10:00 AM,,0.0
1944,12/25/19 12:15:00 AM,,0.0
1945,12/25/19 12:20:00 AM,,0.0
1946,12/25/19 12:25:00 AM,,0.0
1947,12/25/19 12:30:00 AM,,0.0
1948,12/25/19 12:35:00 AM,,0.0
1949,12/25/19 12:40:00 AM,,0.0
1950,12/25/19 12:45:00 AM,,0.0
1951,12/25/19 12:50:00 AM,,0.0
1952,12/25/19 12:55:00 AM,,0.0
1953,12/25/19 01:00:00 AM,,0.0
1954,12/25/19 01:05:00 AM,,0.0
1955,12/25/19 01:10:00 AM,,0.0
1956,12/25/19 01:15:00 AM,,0.0
1957,12/25/19 01:20:00 AM,,0.0
1958,12/25/19 01:25:00 AM,,0.0
1959,12/25/19 01:30:00 AM,,0.0
1960,12/25/19 01:35:00 AM,,0.0
1961,12/25/19 01:40:00 AM,,0.0
1962,12/25/19 01:45:00 AM,,0.0
1963,12/25/19 01:50:00 AM,,0.0
1964,12/25/19 01:55:00 AM,,0.0
1965,12/25/19 02:00:00 AM,,0.0
1966,12/25/19 02:05:00 AM,,0.0
1967,12/25/19 02:10:00 AM,,0.0
1968,12/25/19 02:15:00 AM,,0.0
1969,12/25/19 02:20:00 AM,,0.0
1970,12/25/19 02:25:00 AM,,0.0
1971,12/25/19 02:30:00 AM,,0.0
1972,12/25/19 02:35:00 AM,,0.0
1973,12/25/19 02:40:00 AM,,0.0
1974,12/25/19 02:45:00 AM,,0.0
1975,12/25/19 02:50:00 AM,,0.0
1976,12/25/19 02:55:00 AM,,0.0
1977,12/25/19 03:00:00 AM,,0.0
1978,12/25/19 03:05:00 AM,,0.0
1979,12/25/19 03:10:00 AM,,0.0
1980,12/25/19 03:15:00 AM,,0.0
1981,12/25/19 03:20:00 AM,,0.0
1982,12/25/19 03:25:00 AM,,0.0
1983,12/25/19 03:30:00 AM,,0.0
1984,12/25/19 03:35:00 AM,,0.0
1985,12/25/19 03:40:00 AM,,0.0
1986,12/25/19 03:45:00 AM,,0.0
1987,12/25/19 03:50:00 AM,,0.0
1988,12/25/19 03:55:00 AM,,0.0
1989,12/25/19 04:00:00 AM,,0.0
1990,12/25/19 04:05:00 AM,,0.0
1991,12/25/19 04:10:00 AM,,0.0
1992,12/25/19 04:15:00 AM,,0.0
1993,12/25/19 04:20:00 AM,,0.0
1994,12/25/19 04:25:00 AM,,0.0
1995,12/25/19 04:30:00 AM,,0.0
1996,12/25/19 04:35:00 AM,,0.0
1997,12/25/19 04:40:00 AM,,0.0
1998,12/25/19 04:45:00 AM,,0.0
1999,12/25/19 04:50:00 AM,,0.0
2000,12/25/19 04:55:00 AM,,0.0
2001,12/25/19 05:00:00 AM,,0.0
2002,12/25/19 05:05:00 AM,,0.0
2003,12/25/19 05:10:00 AM,,0.0
2004,12/25/19 05:15:00 AM,,0.0
2005,12/25/19 05:20:00 AM,,0.0
2006,12/25/19 05:25:00 AM,,0.0
2007,12/25/19 05:30:00 AM,,0.0
2008,12/25/19 05:35:00 AM,,0.0
2009,12/25/19 05:40:00 AM,,0.0
2010,12/25/19 05:45:00 AM,,0.0
2011,12/25/19 05:50:00 AM,,0.0
2012,12/25/19 05:55:00 AM,,0.0
2013,12/25/19 06:00:00 AM,,0.0
2014,12/25/19 06:05:00 AM,,0.0
2015,12/25/19 06:10:00 AM,,0.0
2016,12/25/19 06:15:00 AM,,0.0
2017,12/25/19 06:20:00 AM,,0.0
2018,12/25/19 06:25:00 AM,,0.0
2019,12/25/19 06:30:00 AM,,0.0
2020,12/25/19 06:35:00 AM,,0.0
2021,12/25/19 06:40:00 AM,,0.0
2022,12/25/19 06:45:00 AM,,0.0
2023,12/25/19 06:50:00 AM,,0.0
2024,12/25/19 06:55:00 AM,,0.0
2025,12/25/19 07:00:00 AM,,0.0
2026,12/25/19 07:05:00 AM,,0.0
2027,12/25/19 07:10:00 AM,,0.0
2028,12/25/19 07:15:00 AM,,0.0
2029,12/25/19 07:20:00 AM,,0.0
2030,12/25/19 07:25:00 AM,,0.0
2031,12/25/19 07:30:00 AM,,0.0
2032,12/25/19 07:35:00 AM,,0.0
2033,12/25/19 07:40:00 AM,,0.0
2034,12/25/19 07:45:00 AM,,0.0
2035,12/25/19 07:50:00 AM,,0.0
2036,12/25/19 07:55:00 AM,,0.0
2037,12/25/19 08:00:00 AM,,0.0
2038,12/25/19 08:05:00 AM,,0.0
2039,12/25/19 08:10:00 AM,,0.0
2040,12/25/19 08:15:00 AM,,0.0
2041,12/25/19 08:20:00 AM,,0.0
2042,12/25/19 08:25:00 AM,,0.0
2043,12/25/19 08:30:00 AM,,0.0
2044,12/25/19 08:35:00 AM,,0.0
2045,12/25/19 08:40:00 AM,,0.0
2046,12/25/19 08:45:00 AM,,0.0
2047,12/25/19 08:50:00 AM,,0.0
2048,12/25/19 08:55:00 AM,,0.0
2049,12/25/19 09:00:00 AM,,0.0
2050,12/25/19 09:05:00 AM,,0.0
2051,12/25/19 09:10:00 AM,,0.0
2052,12/25/19 09:15:00 AM,,0.0
2053,12/25/19 09:20:00 AM,,0.0
2054,12/25/19 09:25:00 AM,,0.0
2055,12/25/19 09:30:00 AM,,0.0
2056,12/25/19 09:35:00 AM,,0.0
2057,12/25/19 09:40:00 AM,,0.0
2058,12/25/19 09:45:00 AM,,0.0
2059,12/25/19 09:50:00 AM,,0.0
2060,12/25/19 09:55:00 AM,,0.0
2061,12/25/19 10:00:00 AM,,0.0
2062,12/25/19 10:05:00 AM,,0.0
2063,12/25/19 10:10:00 AM,,0.0
2064,12/25/19 10:15:00 AM,,0.0
2065,12/25/19 10:20:00 AM,,0.0
2066,12/25/19 10:25:00 AM,,0.0
2067,12/25/19 10:30:00 AM,,0.0
2068,12/25/19 10:35:00 AM,,0.0
2069,12/25/19 10:40:00 AM,,0.0
2070,12/25/19 10:45:00 AM,,0.0
2071,12/25/19 10:50:00 AM,,0.0
2072,12/25/19 10:55:00 AM,,0.0
2073,12/25/19 11:00:00 AM,,0.0
2074,12/25/19 11:05:00 AM,,0.0
2075,12/25/19 11:10:00 AM,,0.0
2076,12/25/19 11:15:00 AM,,0.0
2077,12/25/19 11:20:00 AM,,0.0
2078,12/25/19 11:25:00 AM,,0.0
2079,12/25/19 11:30:00 AM,,0.0
2080,12/25/19 11:35:00 AM,,0.0
2081,12/25/19 11:40:00 AM,,0.0
2082,12/25/19 11:45:00 AM,,0.0
2083,12/25/19 11:50:00 AM,,0.0
2084,12/25/19 11:55:00 AM,,0.0
2085,12/25/19 12:00:00 PM,,0.0
2086,12/25/19 12:05:00 PM,,0.0
2087,12/25/19 12:10:00 PM,,0.0
2088,12/25/19 12:15:00 PM,,0.0
2089,12/25/19 12:20:00 PM,,0.0
2090,12/25/19 12:25:00 PM,,0.0
2091,12/25/19 12:30:00 PM,,0.0
2092,12/25/19 12:35:00 PM,,0.0
2093,12/25/19 12:40:00 PM,,0.0
2094,12/25/19 12:45:00 PM,,0.0
2095,12/25/19 12:50:00 PM,,0.0
2096,12/25/19 12:55:00 PM,,0.0
2097,12/25/19 01:00:00 PM,,0.0
2098,12/25/19 01:05:00 PM,,0.0
2099,12/25/19 01:10:00 PM,,0.0
2100,12/25/19 01:15:00 PM,,0.0
2101,12/25/19 01:20:00 PM,,0.0
2102,12/25/19 01:25:00 PM,,0.0
2103,12/25/19 01:30:00 PM,,0.0
2104,12/25/19 01:35:00 PM,,0.0
2105,12/25/19 01:40:00 PM,,0.0
2106,12/25/19 01:45:00 PM,,0.0
2107,12/25/19 01:50:00 PM,,0.0
2108,12/25/19 01:55:00 PM,,0.0
2109,12/25/19 02:00:00 PM,,0.0
2110,12/25/19 02:05:00 PM,,0.0
2111,12/25/19 02:10:00 PM,,0.0
2112,12/25/19 02:15:00 PM,,0.0
2113,12/25/19 02:20:00 PM,,0.0
2114,12/25/19 02:25:00 PM,,0.0
2115,12/25/19 02:30:00 PM,,0.0
2116,12/25/19 02:35:00 PM,,0.0
2117,12/25/19 02:40:00 PM,,0.0
2118,12/25/19 02:45:00 PM,,0.0
2119,12/25/19 02:50:00 PM,,0.0
2120,12/25/19 02:55:00 PM,,0.0
2121,12/25/19 03:00:00 PM,,0.0
2122,12/25/19 03:05:00 PM,,0.0
2123,12/25/19 03:10:00 PM,,0.0
2124,12/25/19 03:15:00 PM,,0.0
2125,12/25/19 03:20:00 PM,,0.0
2126,12/25/19 03:25:00 PM,,0.0
2127,12/25/19 03:30:00 PM,,0.0
2128,12/25/19 03:35:00 PM,,0.0
2129,12/25/19 03:40:00 PM,,0.0
2130,12/25/19 03:45:00 PM,,0.0
2131,12/25/19 03:50:00 PM,,0.0
2132,12/25/19 03:55:00 PM,,0.0
2133,12/25/19 04:00:00 PM,,0.0
2134,12/25/19 04:05:00 PM,,0.0
2135,12/25/19 04:10:00 PM,,0.0
2136,12/25/19 04:15:00 PM,,0.0
2137,12/25/19 04:20:00 PM,,0.0
2138,12/25/19 04:25:00 PM,,0.0
2139,12/25/19 04:30:00 PM,,0.0
2140,12/25/19 04:35:00 PM,,0.0
2141,12/25/19 04:40:00 PM,,0.0
2142,12/25/19 04:45:00 PM,,0.0
2143,12/25/19 04:50:00 PM,,0.0
2144,12/25/19 04:55:00 PM,,0.0
2145,12/25/19 05:00:00 PM,,0.0
2146,12/25/19 05:05:00 PM,,0.0
2147,12/25/19 05:10:00 PM,,0.0
2148,12/25/19 05:15:00 PM,,0.0
2149,12/25/19 05:20:00 PM,,0.0
2150,12/25/19 05:25:00 PM,,0.0
2151,12/25/19 05:30:00 PM,,0.0
2152,12/25/19 05:35:00 PM,,0.0
2153,12/25/19 05:40:00 PM,,0.0
2154,12/25/19 05:45:00 PM,,0.0
2155,12/25/19 05:50:00 PM,,0.0
2156,12/25/19 05:55:00 PM,,0.0
2157,12/25/19 06:00:00 PM,,0.0
2158,12/25/19 06:05:00 PM,,0.0
2159,12/25/19 06:10:00 PM,,0.0
2160,12/25/19 06:15:00 PM,,0.0
2161,12/25/19 06:20:00 PM,,0.0
2162,12/25/19 06:25:00 PM,,0.0
2163,12/25/19 06:30:00 PM,,0.0
2164,12/25/19 06:35:00 PM,,0.0
2165,12/25/19 06:40:00 PM,,0.0
2166,12/25/19 06:45:00 PM,,0.0
2167,12/25/19 06:50:00 PM,,0.0
2168,12/25/19 06:55:00 PM,,0.0
2169,12/25/19 07:00:00 PM,,0.0
2170,12/25/19 07:05:00 PM,,0.0
2171,12/25/19 07:10:00 PM,,0.0
2172,12/25/19 07:15:00 PM,,0.0
2173,12/25/19 07:20:00 PM,,0.0
2174,12/25/19 07:25:00 PM,,0.0
2175,12/25/19 07:30:00 PM,,0.0
2176,12/25/19 07:35:00 PM,,0.0
2177,12/25/19 07:40:00 PM,,0.0
2178,12/25/19 07:45:00 PM,,0.0
2179,12/25/19 07:50:00 PM,,0.0
2180,12/25/19 07:55:00 PM,,0.0
2181,12/25/19 08:00:00 PM,,0.0
2182,12/25/19 08:05:00 PM,,0.0
2183,12/25/19 08:10:00 PM,,0.0
2184,12/25/19 08:15:00 PM,,0.0
2185,12/25/19 08:20:00 PM,,0.0
2186,12/25/19 08:25:00 PM,,0.0
2187,12/25/19 08:30:00 PM,,0.0
2188,12/25/19 08:35:00 PM,,0.0
2189,12/25/19 08:40:00 PM,,0.0
2190,12/25/19 08:45:00 PM,,0.0
2191,12/25/19 08:50:00 PM,,0.0
2192,12/25/19 08:55:00 PM,,0.0
2193,12/25/19 09:00:00 PM,,0.0
2194,12/25/19 09:05:00 PM,,0.0
2195,12/25/19 09:10:00 PM,,0.0
2196,12/25/19 09:15:00 PM,,0.0
2197,12/25/19 09:20:00 PM,,0.0
2198,12/25/19 09:25:00 PM,,0.0
2199,12/25/19 09:30:00 PM,,0.0
2200,12/25/19 09:35:00 PM,,0.0
2201,12/25/19 09:40:00 PM,,0.0
2202,12/25/19 09:45:00 PM,,0.0
2203,12/25/19 09:50:00 PM,,0.0
2204,12/25/19 09:55:00 PM,,0.0
2205,12/25/19 10:00:00 PM,,0.0
2206,12/25/19 10:05:00 PM,,0.0
2207,12/25/19 10:10:00 PM,,0.0
2208,12/25/19 10:15:00 PM,,0.0
2209,12/25/19 10:20:00 PM,,0.0
2210,12/25/19 10:25:00 PM,,0.0
2211,12/25/19 10:30:00 PM,,0.0
2212,12/25/19 10:35:00 PM,,0.0
2213,12/25/19 10:40:00 PM,,0.0
2214,12/25/19 10:45:00 PM,,0.0
2215,12/25/19 10:50:00 PM,,0.0
2216,12/25/19 10:55:00 PM,,0.0
2217,12/25/19 11:00:00 PM,,0.0
2218,12/25/19 11:05:00 PM,,0.0
2219,12/25/19 11:10:00 PM,,0.0
2220,12/25/19 11:15:00 PM,,0.0
2221,12/25/19 11:20:00 PM,,0.0
2222,12/25/19 11:25:00 PM,,0.0
2223,12/25/19 11:30:00 PM,,0.0
2224,12/25/19 11:35:00 PM,,0.0
2225,12/25/19 11:40:00 PM,,0.0
2226,12/25/19 11:45:00 PM,,0.0
2227,12/25/19 11:50:00 PM,,0.0
2228,12/25/19 11:55:00 PM,,0.0
2229,12/26/19 12:00:00 AM,,0.0
2230,12/26/19 12:05:00 AM,,0.0
2231,12/26/19 12:10:00 AM,,0.0
2232,12/26/19 12:15:00 AM,,0.0
2233,12/26/19 12:20:00 AM,,0.0
2234,12/26/19 12:25:00 AM,,0.0
2235,12/26/19 12:30:00 AM,,0.0
2236,12/26/19 12:35:00 AM,,0.0
2237,12/26/19 12:40:00 AM,,0.0
2238,12/26/19 12:45:00 AM,,0.0
2239,12/26/19 12:50:00 AM,,0.0
2240,12/26/19 12:55:00 AM,,0.0
2241,12/26/19 01:00:00 AM,,0.0
2242,12/26/19 01:05:00 AM,,0.0
2243,12/26/19 01:10:00 AM,,0.0
2244,12/26/19 01:15:00 AM,,0.0
2245,12/26/19 01:20:00 AM,,0.0
2246,12/26/19 01:25:00 AM,,0.0
2247,12/26/19 01:30:00 AM,,0.0
2248,12/26/19 01:35:00 AM,,0.0
2249,12/26/19 01:40:00 AM,,0.0
2250,12/26/19 01:45:00 AM,,0.0
2251,12/26/19 01:50:00 AM,,0.0
2252,12/26/19 01:55:00 AM,,0.0
2253,12/26/19 02:00:00 AM,,0.0
2254,12/26/19 02:05:00 AM,,0.0
2255,12/26/19 02:10:00 AM,,0.0
2256,12/26/19 02:15:00 AM,,0.0
2257,12/26/19 02:20:00 AM,,0.0
2258,12/26/19 02:25:00 AM,,0.0
2259,12/26/19 02:30:00 AM,,0.0
2260,12/26/19 02:35:00 AM,,0.0
2261,12/26/19 02:40:00 AM,,0.0
2262,12/26/19 02:45:00 AM,,0.0
2263,12/26/19 02:50:00 AM,,0.0
2264,12/26/19 02:55:00 AM,,0.0
2265,12/26/19 03:00:00 AM,,0.0
2266,12/26/19 03:05:00 AM,,0.0
2267,12/26/19 03:10:00 AM,,0.0
2268,12/26/19 03:15:00 AM,,0.0
2269,12/26/19 03:20:00 AM,,0.0
2270,12/26/19 03:25:00 AM,,0.0
2271,12/26/19 03:30:00 AM,,0.0
2272,12/26/19 03:35:00 AM,,0.0
2273,12/26/19 03:40:00 AM,,0.0
2274,12/26/19 03:45:00 AM,,0.0
2275,12/26/19 03:50:00 AM,,0.0
2276,12/26/19 03:55:00 AM,,0.0
2277,12/26/19 04:00:00 AM,,0.0
2278,12/26/19 04:05:00 AM,,0.0
2279,12/26/19 04:10:00 AM,,0.0
2280,12/26/19 04:15:00 AM,,0.0
2281,12/26/19 04:20:00 AM,,0.0
2282,12/26/19 04:25:00 AM,,0.0
2283,12/26/19 04:30:00 AM,,0.0
2284,12/26/19 04:35:00 AM,,0.0
2285,12/26/19 04:40:00 AM,,0.0
