"Plot Title: Nivel_Elerht"
"#","Date Time, GMT-03:00","Abs Pres, psi (LGR S/N: 10416742, SEN S/N: 10416742)","Temp, °C (LGR S/N: 10416742, SEN S/N: 10416742)","Máx.: Pressão, psi (LGR S/N: 10416742)"
3538,11/19/19 05:45:00 PM,14.2926,20.234,14.2926
3539,11/19/19 05:50:00 PM,14.2923,20.138,14.2923
3540,11/19/19 05:55:00 PM,14.2923,20.138,14.2923
3541,11/19/19 06:00:00 PM,14.2920,20.043,14.2920
3542,11/19/19 06:05:00 PM,14.2896,20.043,14.2896
3543,11/19/19 06:10:00 PM,14.2920,20.043,14.2920
3544,11/19/19 06:15:00 PM,14.2942,19.948,14.2942
3545,11/19/19 06:20:00 PM,14.2942,19.948,14.2942
3546,11/19/19 06:25:00 PM,14.2939,19.853,14.2939
3547,11/19/19 06:30:00 PM,14.2939,19.853,14.2939
3548,11/19/19 06:35:00 PM,14.2936,19.758,14.2936
3549,11/19/19 06:40:00 PM,14.2936,19.758,14.2936
3550,11/19/19 06:45:00 PM,14.2958,19.662,14.2958
3551,11/19/19 06:50:00 PM,14.2933,19.662,14.2933
3552,11/19/19 06:55:00 PM,14.2955,19.567,14.2955
3553,11/19/19 07:00:00 PM,14.2955,19.567,14.2955
3554,11/19/19 07:05:00 PM,14.2955,19.567,14.2955
3555,11/19/19 07:10:00 PM,14.2952,19.472,14.2952
3556,11/19/19 07:15:00 PM,14.2977,19.472,14.2977
3557,11/19/19 07:20:00 PM,14.2949,19.377,14.2949
3558,11/19/19 07:25:00 PM,14.2949,19.377,14.2949
3559,11/19/19 07:30:00 PM,14.2971,19.282,14.2971
3560,11/19/19 07:35:00 PM,14.2971,19.282,14.2971
3561,11/19/19 07:40:00 PM,14.2968,19.187,14.2968
3562,11/19/19 07:45:00 PM,14.2993,19.187,14.2993
3563,11/19/19 07:50:00 PM,14.3014,19.092,14.3014
3564,11/19/19 07:55:00 PM,14.3014,19.092,14.3014
3565,11/19/19 08:00:00 PM,14.3014,19.092,14.3014
3566,11/19/19 08:05:00 PM,14.3014,19.092,14.3014
3567,11/19/19 08:10:00 PM,14.3035,18.996,14.3035
3568,11/19/19 08:15:00 PM,14.3035,18.996,14.3035
3569,11/19/19 08:20:00 PM,14.3035,18.996,14.3035
3570,11/19/19 08:25:00 PM,14.3035,18.996,14.3035
3571,11/19/19 08:30:00 PM,14.3059,18.996,14.3059
3572,11/19/19 08:35:00 PM,14.3059,18.996,14.3059
3573,11/19/19 08:40:00 PM,14.3059,18.996,14.3059
3574,11/19/19 08:45:00 PM,14.3084,18.996,14.3084
3575,11/19/19 08:50:00 PM,14.3084,18.996,14.3084
3576,11/19/19 08:55:00 PM,14.3109,18.996,14.3109
3577,11/19/19 09:00:00 PM,14.3106,18.901,14.3106
3578,11/19/19 09:05:00 PM,14.3106,18.901,14.3106
3579,11/19/19 09:10:00 PM,14.3106,18.901,14.3106
3580,11/19/19 09:15:00 PM,14.3129,18.901,14.3129
3581,11/19/19 09:20:00 PM,14.3154,18.901,14.3154
3582,11/19/19 09:25:00 PM,14.3129,18.901,14.3129
3583,11/19/19 09:30:00 PM,14.3126,18.806,14.3126
3584,11/19/19 09:35:00 PM,14.3151,18.806,14.3151
3585,11/19/19 09:40:00 PM,14.3151,18.806,14.3151
3586,11/19/19 09:45:00 PM,14.3178,18.901,14.3178
3587,11/19/19 09:50:00 PM,14.3178,18.901,14.3178
3588,11/19/19 09:55:00 PM,14.3178,18.901,14.3178
3589,11/19/19 10:00:00 PM,14.3154,18.901,14.3154
3590,11/19/19 10:05:00 PM,14.3202,18.901,14.3202
3591,11/19/19 10:10:00 PM,14.3178,18.901,14.3178
3592,11/19/19 10:15:00 PM,14.3154,18.901,14.3154
3593,11/19/19 10:20:00 PM,14.3202,18.901,14.3202
3594,11/19/19 10:25:00 PM,14.3202,18.901,14.3202
3595,11/19/19 10:30:00 PM,14.3200,18.806,14.3200
3596,11/19/19 10:35:00 PM,14.3175,18.806,14.3175
3597,11/19/19 10:40:00 PM,14.3175,18.806,14.3175
3598,11/19/19 10:45:00 PM,14.3175,18.806,14.3175
3599,11/19/19 10:50:00 PM,14.3175,18.806,14.3175
3600,11/19/19 10:55:00 PM,14.3175,18.806,14.3175
3601,11/19/19 11:00:00 PM,14.3200,18.806,14.3200
3602,11/19/19 11:05:00 PM,14.3200,18.806,14.3200
3603,11/19/19 11:10:00 PM,14.3200,18.806,14.3200
3604,11/19/19 11:15:00 PM,14.3175,18.806,14.3175
3605,11/19/19 11:20:00 PM,14.3173,18.711,14.3173
3606,11/19/19 11:25:00 PM,14.3173,18.711,14.3173
3607,11/19/19 11:30:00 PM,14.3148,18.711,14.3148
3608,11/19/19 11:35:00 PM,14.3173,18.711,14.3173
3609,11/19/19 11:40:00 PM,14.3173,18.711,14.3173
3610,11/19/19 11:45:00 PM,14.3173,18.711,14.3173
3611,11/19/19 11:50:00 PM,14.3173,18.711,14.3173
3612,11/19/19 11:55:00 PM,14.3148,18.711,14.3148
3613,11/20/19 12:00:00 AM,14.3173,18.711,14.3173
3614,11/20/19 12:05:00 AM,14.3194,18.616,14.3194
3615,11/20/19 12:10:00 AM,14.3170,18.616,14.3170
3616,11/20/19 12:15:00 AM,14.3170,18.616,14.3170
3617,11/20/19 12:20:00 AM,14.3145,18.616,14.3145
3618,11/20/19 12:25:00 AM,14.3170,18.616,14.3170
3619,11/20/19 12:30:00 AM,14.3194,18.616,14.3194
3620,11/20/19 12:35:00 AM,14.3170,18.616,14.3170
3621,11/20/19 12:40:00 AM,14.3194,18.616,14.3194
3622,11/20/19 12:45:00 AM,14.3170,18.616,14.3170
3623,11/20/19 12:50:00 AM,14.3145,18.616,14.3145
3624,11/20/19 12:55:00 AM,14.3144,18.521,14.3144
3625,11/20/19 01:00:00 AM,14.3144,18.521,14.3144
3626,11/20/19 01:05:00 AM,14.3144,18.521,14.3144
3627,11/20/19 01:10:00 AM,14.3144,18.521,14.3144
3628,11/20/19 01:15:00 AM,14.3119,18.521,14.3119
3629,11/20/19 01:20:00 AM,14.3119,18.521,14.3119
3630,11/20/19 01:25:00 AM,14.3144,18.521,14.3144
3631,11/20/19 01:30:00 AM,14.3144,18.521,14.3144
3632,11/20/19 01:35:00 AM,14.3116,18.426,14.3116
3633,11/20/19 01:40:00 AM,14.3116,18.426,14.3116
3634,11/20/19 01:45:00 AM,14.3141,18.426,14.3141
3635,11/20/19 01:50:00 AM,14.3116,18.426,14.3116
3636,11/20/19 01:55:00 AM,14.3164,18.426,14.3164
3637,11/20/19 02:00:00 AM,14.3116,18.426,14.3116
3638,11/20/19 02:05:00 AM,14.3091,18.426,14.3091
3639,11/20/19 02:10:00 AM,14.3116,18.426,14.3116
3640,11/20/19 02:15:00 AM,14.3068,18.426,14.3068
3641,11/20/19 02:20:00 AM,14.3091,18.426,14.3091
3642,11/20/19 02:25:00 AM,14.3091,18.426,14.3091
3643,11/20/19 02:30:00 AM,14.3091,18.426,14.3091
3644,11/20/19 02:35:00 AM,14.3068,18.426,14.3068
3645,11/20/19 02:40:00 AM,14.3065,18.331,14.3065
3646,11/20/19 02:45:00 AM,14.3088,18.331,14.3088
3647,11/20/19 02:50:00 AM,14.3088,18.331,14.3088
3648,11/20/19 02:55:00 AM,14.3088,18.331,14.3088
3649,11/20/19 03:00:00 AM,14.3041,18.331,14.3041
3650,11/20/19 03:05:00 AM,14.3088,18.331,14.3088
3651,11/20/19 03:10:00 AM,14.3041,18.331,14.3041
3652,11/20/19 03:15:00 AM,14.3065,18.331,14.3065
3653,11/20/19 03:20:00 AM,14.3041,18.331,14.3041
3654,11/20/19 03:25:00 AM,14.3041,18.331,14.3041
3655,11/20/19 03:30:00 AM,14.3065,18.331,14.3065
3656,11/20/19 03:35:00 AM,14.3038,18.236,14.3038
3657,11/20/19 03:40:00 AM,14.3038,18.236,14.3038
3658,11/20/19 03:45:00 AM,14.3014,18.236,14.3014
3659,11/20/19 03:50:00 AM,14.3062,18.236,14.3062
3660,11/20/19 03:55:00 AM,14.3014,18.236,14.3014
3661,11/20/19 04:00:00 AM,14.3087,18.236,14.3087
3662,11/20/19 04:05:00 AM,14.3062,18.236,14.3062
3663,11/20/19 04:10:00 AM,14.3038,18.236,14.3038
3664,11/20/19 04:15:00 AM,14.3038,18.236,14.3038
3665,11/20/19 04:20:00 AM,14.3038,18.236,14.3038
3666,11/20/19 04:25:00 AM,14.3087,18.236,14.3087
3667,11/20/19 04:30:00 AM,14.3159,18.236,14.3159
3668,11/20/19 04:35:00 AM,14.3038,18.236,14.3038
3669,11/20/19 04:40:00 AM,14.3038,18.236,14.3038
3670,11/20/19 04:45:00 AM,14.3038,18.236,14.3038
3671,11/20/19 04:50:00 AM,14.3038,18.236,14.3038
3672,11/20/19 04:55:00 AM,14.3062,18.236,14.3062
3673,11/20/19 05:00:00 AM,14.3087,18.236,14.3087
3674,11/20/19 05:05:00 AM,14.3062,18.236,14.3062
3675,11/20/19 05:10:00 AM,14.3062,18.236,14.3062
3676,11/20/19 05:15:00 AM,14.3062,18.236,14.3062
3677,11/20/19 05:20:00 AM,14.3062,18.236,14.3062
3678,11/20/19 05:25:00 AM,14.3038,18.236,14.3038
3679,11/20/19 05:30:00 AM,14.3062,18.236,14.3062
3680,11/20/19 05:35:00 AM,14.3062,18.236,14.3062
3681,11/20/19 05:40:00 AM,14.3087,18.236,14.3087
3682,11/20/19 05:45:00 AM,14.3087,18.236,14.3087
3683,11/20/19 05:50:00 AM,14.3087,18.236,14.3087
3684,11/20/19 05:55:00 AM,14.3110,18.236,14.3110
3685,11/20/19 06:00:00 AM,14.3087,18.236,14.3087
3686,11/20/19 06:05:00 AM,14.3110,18.236,14.3110
3687,11/20/19 06:10:00 AM,14.3110,18.236,14.3110
3688,11/20/19 06:15:00 AM,14.3110,18.236,14.3110
3689,11/20/19 06:20:00 AM,14.3135,18.236,14.3135
3690,11/20/19 06:25:00 AM,14.3135,18.236,14.3135
3691,11/20/19 06:30:00 AM,14.3161,18.331,14.3161
3692,11/20/19 06:35:00 AM,14.3161,18.331,14.3161
3693,11/20/19 06:40:00 AM,14.3161,18.331,14.3161
3694,11/20/19 06:45:00 AM,14.3210,18.331,14.3210
3695,11/20/19 06:50:00 AM,14.3210,18.331,14.3210
3696,11/20/19 06:55:00 AM,14.3210,18.331,14.3210
3697,11/20/19 07:00:00 AM,14.3236,18.426,14.3236
3698,11/20/19 07:05:00 AM,14.3213,18.426,14.3213
3699,11/20/19 07:10:00 AM,14.3213,18.426,14.3213
3700,11/20/19 07:15:00 AM,14.3213,18.426,14.3213
3701,11/20/19 07:20:00 AM,14.3213,18.426,14.3213
3702,11/20/19 07:25:00 AM,14.3216,18.521,14.3216
3703,11/20/19 07:30:00 AM,14.3239,18.521,14.3239
3704,11/20/19 07:35:00 AM,14.3239,18.521,14.3239
3705,11/20/19 07:40:00 AM,14.3239,18.521,14.3239
3706,11/20/19 07:45:00 AM,14.3242,18.616,14.3242
3707,11/20/19 07:50:00 AM,14.3242,18.616,14.3242
3708,11/20/19 07:55:00 AM,14.3245,18.711,14.3245
3709,11/20/19 08:00:00 AM,14.3245,18.711,14.3245
3710,11/20/19 08:05:00 AM,14.3248,18.806,14.3248
3711,11/20/19 08:10:00 AM,14.3251,18.901,14.3251
3712,11/20/19 08:15:00 AM,14.3251,18.901,14.3251
3713,11/20/19 08:20:00 AM,14.3254,18.996,14.3254
3714,11/20/19 08:25:00 AM,14.3277,18.996,14.3277
3715,11/20/19 08:30:00 AM,14.3257,19.092,14.3257
3716,11/20/19 08:35:00 AM,14.3235,19.187,14.3235
3717,11/20/19 08:40:00 AM,14.3235,19.187,14.3235
3718,11/20/19 08:45:00 AM,14.3238,19.282,14.3238
3719,11/20/19 08:50:00 AM,14.3241,19.377,14.3241
3720,11/20/19 08:55:00 AM,14.3194,19.472,14.3194
3721,11/20/19 09:00:00 AM,14.3197,19.567,14.3197
3722,11/20/19 09:05:00 AM,14.3175,19.662,14.3175
3723,11/20/19 09:10:00 AM,14.3181,19.853,14.3181
3724,11/20/19 09:15:00 AM,14.3135,19.948,14.3135
3725,11/20/19 09:20:00 AM,14.3162,20.043,14.3162
3726,11/20/19 09:25:00 AM,14.3141,20.138,14.3141
3727,11/20/19 09:30:00 AM,14.3119,20.234,14.3119
3728,11/20/19 09:35:00 AM,14.3099,20.329,14.3099
3729,11/20/19 09:40:00 AM,14.3104,20.519,14.3104
3730,11/20/19 09:45:00 AM,14.3083,20.615,14.3083
3731,11/20/19 09:50:00 AM,14.3061,20.710,14.3061
3732,11/20/19 09:55:00 AM,14.3088,20.805,14.3088
3733,11/20/19 10:00:00 AM,14.3067,20.901,14.3067
3734,11/20/19 10:05:00 AM,14.3045,20.996,14.3045
3735,11/20/19 10:10:00 AM,14.3048,21.091,14.3048
3736,11/20/19 10:15:00 AM,14.3048,21.091,14.3048
3737,11/20/19 10:20:00 AM,14.3026,21.187,14.3026
3738,11/20/19 10:25:00 AM,14.3029,21.282,14.3029
3739,11/20/19 10:30:00 AM,14.3032,21.378,14.3032
3740,11/20/19 10:35:00 AM,14.3010,21.473,14.3010
3741,11/20/19 10:40:00 AM,14.3010,21.473,14.3010
3742,11/20/19 10:45:00 AM,14.3013,21.569,14.3013
3743,11/20/19 10:50:00 AM,14.3013,21.569,14.3013
3744,11/20/19 10:55:00 AM,14.3016,21.664,14.3016
3745,11/20/19 11:00:00 AM,14.2993,21.664,14.2993
3746,11/20/19 11:05:00 AM,14.2993,21.664,14.2993
3747,11/20/19 11:10:00 AM,14.2971,21.760,14.2971
3748,11/20/19 11:15:00 AM,14.2949,21.855,14.2949
3749,11/20/19 11:20:00 AM,14.2952,21.951,14.2952
3750,11/20/19 11:25:00 AM,14.2927,21.951,14.2927
3751,11/20/19 11:30:00 AM,14.2927,21.951,14.2927
3752,11/20/19 11:35:00 AM,14.2930,22.046,14.2930
3753,11/20/19 11:40:00 AM,14.2930,22.046,14.2930
3754,11/20/19 11:45:00 AM,14.2885,22.142,14.2885
3755,11/20/19 11:50:00 AM,14.2885,22.142,14.2885
3756,11/20/19 11:55:00 AM,14.2864,22.238,14.2864
3757,11/20/19 12:00:00 PM,14.2867,22.333,14.2867
3758,11/20/19 12:05:00 PM,14.2842,22.333,14.2842
3759,11/20/19 12:10:00 PM,14.2845,22.429,14.2845
3760,11/20/19 12:15:00 PM,14.2824,22.525,14.2824
3761,11/20/19 12:20:00 PM,14.2824,22.525,14.2824
3762,11/20/19 12:25:00 PM,14.2827,22.621,14.2827
3763,11/20/19 12:30:00 PM,14.2803,22.621,14.2803
3764,11/20/19 12:35:00 PM,14.2806,22.717,14.2806
3765,11/20/19 12:40:00 PM,14.2830,22.717,14.2830
3766,11/20/19 12:45:00 PM,14.2830,22.717,14.2830
3767,11/20/19 12:50:00 PM,14.2809,22.812,14.2809
3768,11/20/19 12:55:00 PM,14.2762,22.908,14.2762
3769,11/20/19 01:00:00 PM,14.2762,22.908,14.2762
3770,11/20/19 01:05:00 PM,14.2765,23.004,14.2765
3771,11/20/19 01:10:00 PM,14.2765,23.004,14.2765
3772,11/20/19 01:15:00 PM,14.2745,23.100,14.2745
3773,11/20/19 01:20:00 PM,14.2768,23.100,14.2768
3774,11/20/19 01:25:00 PM,14.2748,23.196,14.2748
3775,11/20/19 01:30:00 PM,14.2750,23.292,14.2750
3776,11/20/19 01:35:00 PM,14.2774,23.292,14.2774
3777,11/20/19 01:40:00 PM,14.2750,23.292,14.2750
3778,11/20/19 01:45:00 PM,14.2753,23.388,14.2753
3779,11/20/19 01:50:00 PM,14.2753,23.388,14.2753
3780,11/20/19 01:55:00 PM,14.2729,23.388,14.2729
3781,11/20/19 02:00:00 PM,14.2729,23.388,14.2729
3782,11/20/19 02:05:00 PM,14.2704,23.388,14.2704
3783,11/20/19 02:10:00 PM,14.2701,23.292,14.2701
3784,11/20/19 02:15:00 PM,14.2701,23.292,14.2701
3785,11/20/19 02:20:00 PM,14.2698,23.196,14.2698
3786,11/20/19 02:25:00 PM,14.2695,23.100,14.2695
3787,11/20/19 02:30:00 PM,14.2695,23.100,14.2695
3788,11/20/19 02:35:00 PM,14.2692,23.004,14.2692
3789,11/20/19 02:40:00 PM,14.2690,22.908,14.2690
3790,11/20/19 02:45:00 PM,14.2666,22.908,14.2666
3791,11/20/19 02:50:00 PM,14.2687,22.812,14.2687
3792,11/20/19 02:55:00 PM,14.2687,22.812,14.2687
3793,11/20/19 03:00:00 PM,14.2687,22.812,14.2687
3794,11/20/19 03:05:00 PM,14.2663,22.812,14.2663
3795,11/20/19 03:10:00 PM,14.2690,22.908,14.2690
3796,11/20/19 03:15:00 PM,14.2690,22.908,14.2690
3797,11/20/19 03:20:00 PM,14.2692,23.004,14.2692
3798,11/20/19 03:25:00 PM,14.2714,22.908,14.2714
3799,11/20/19 03:30:00 PM,14.2695,23.100,14.2695
3800,11/20/19 03:35:00 PM,14.2723,23.196,14.2723
3801,11/20/19 03:40:00 PM,14.2695,23.100,14.2695
3802,11/20/19 03:45:00 PM,14.2723,23.196,14.2723
3803,11/20/19 03:50:00 PM,14.2701,23.292,14.2701
3804,11/20/19 03:55:00 PM,14.2707,23.484,14.2707
3805,11/20/19 04:00:00 PM,14.2710,23.581,14.2710
3806,11/20/19 04:05:00 PM,14.2682,23.484,14.2682
3807,11/20/19 04:10:00 PM,14.2679,23.388,14.2679
3808,11/20/19 04:15:00 PM,14.2723,23.196,14.2723
3809,11/20/19 04:20:00 PM,14.2692,23.004,14.2692
3810,11/20/19 04:25:00 PM,14.2711,22.812,14.2711
3811,11/20/19 04:30:00 PM,14.2706,22.621,14.2706
3812,11/20/19 04:35:00 PM,14.2724,22.429,14.2724
3813,11/20/19 04:40:00 PM,14.2724,22.429,14.2724
3814,11/20/19 04:45:00 PM,14.2746,22.333,14.2746
3815,11/20/19 04:50:00 PM,14.2746,22.333,14.2746
3816,11/20/19 04:55:00 PM,14.2743,22.238,14.2743
3817,11/20/19 05:00:00 PM,14.2740,22.142,14.2740
3818,11/20/19 05:05:00 PM,14.2737,22.046,14.2737
3819,11/20/19 05:10:00 PM,14.2737,22.046,14.2737
3820,11/20/19 05:15:00 PM,14.2761,22.046,14.2761
3821,11/20/19 05:20:00 PM,14.2785,22.046,14.2785
3822,11/20/19 05:25:00 PM,14.2758,21.951,14.2758
3823,11/20/19 05:30:00 PM,14.2755,21.855,14.2755
3824,11/20/19 05:35:00 PM,14.2753,21.760,14.2753
3825,11/20/19 05:40:00 PM,14.2774,21.664,14.2774
3826,11/20/19 05:45:00 PM,14.2774,21.664,14.2774
3827,11/20/19 05:50:00 PM,14.2771,21.569,14.2771
3828,11/20/19 05:55:00 PM,14.2793,21.473,14.2793
3829,11/20/19 06:00:00 PM,14.2790,21.378,14.2790
3830,11/20/19 06:05:00 PM,14.2790,21.378,14.2790
3831,11/20/19 06:10:00 PM,14.2811,21.282,14.2811
3832,11/20/19 06:15:00 PM,14.2787,21.282,14.2787
3833,11/20/19 06:20:00 PM,14.2784,21.187,14.2784
3834,11/20/19 06:25:00 PM,14.2806,21.091,14.2806
3835,11/20/19 06:30:00 PM,14.2827,20.996,14.2827
3836,11/20/19 06:35:00 PM,14.2800,20.901,14.2800
3837,11/20/19 06:40:00 PM,14.2800,20.901,14.2800
3838,11/20/19 06:45:00 PM,14.2822,20.805,14.2822
3839,11/20/19 06:50:00 PM,14.2819,20.710,14.2819
3840,11/20/19 06:55:00 PM,14.2840,20.615,14.2840
3841,11/20/19 07:00:00 PM,14.2813,20.519,14.2813
3842,11/20/19 07:05:00 PM,14.2810,20.424,14.2810
3843,11/20/19 07:10:00 PM,14.2835,20.424,14.2835
3844,11/20/19 07:15:00 PM,14.2807,20.329,14.2807
3845,11/20/19 07:20:00 PM,14.2829,20.234,14.2829
3846,11/20/19 07:25:00 PM,14.2826,20.138,14.2826
3847,11/20/19 07:30:00 PM,14.2823,20.043,14.2823
3848,11/20/19 07:35:00 PM,14.2872,20.043,14.2872
3849,11/20/19 07:40:00 PM,14.2845,19.948,14.2845
3850,11/20/19 07:45:00 PM,14.2867,19.853,14.2867
3851,11/20/19 07:50:00 PM,14.2867,19.853,14.2867
3852,11/20/19 07:55:00 PM,14.2888,19.758,14.2888
3853,11/20/19 08:00:00 PM,14.2888,19.758,14.2888
3854,11/20/19 08:05:00 PM,14.2885,19.662,14.2885
3855,11/20/19 08:10:00 PM,14.2910,19.662,14.2910
3856,11/20/19 08:15:00 PM,14.2907,19.567,14.2907
3857,11/20/19 08:20:00 PM,14.2907,19.567,14.2907
3858,11/20/19 08:25:00 PM,14.2882,19.567,14.2882
3859,11/20/19 08:30:00 PM,14.2904,19.472,14.2904
3860,11/20/19 08:35:00 PM,14.2904,19.472,14.2904
3861,11/20/19 08:40:00 PM,14.2927,19.472,14.2927
3862,11/20/19 08:45:00 PM,14.2926,19.377,14.2926
3863,11/20/19 08:50:00 PM,14.2926,19.377,14.2926
3864,11/20/19 08:55:00 PM,14.2926,19.377,14.2926
3865,11/20/19 09:00:00 PM,14.2949,19.377,14.2949
3866,11/20/19 09:05:00 PM,14.2946,19.282,14.2946
3867,11/20/19 09:10:00 PM,14.2971,19.282,14.2971
3868,11/20/19 09:15:00 PM,14.2971,19.282,14.2971
3869,11/20/19 09:20:00 PM,14.2971,19.282,14.2971
3870,11/20/19 09:25:00 PM,14.2968,19.187,14.2968
3871,11/20/19 09:30:00 PM,14.2943,19.187,14.2943
3872,11/20/19 09:35:00 PM,14.2968,19.187,14.2968
3873,11/20/19 09:40:00 PM,14.2968,19.187,14.2968
3874,11/20/19 09:45:00 PM,14.2968,19.187,14.2968
3875,11/20/19 09:50:00 PM,14.2965,19.092,14.2965
3876,11/20/19 09:55:00 PM,14.2965,19.092,14.2965
3877,11/20/19 10:00:00 PM,14.2965,19.092,14.2965
3878,11/20/19 10:05:00 PM,14.2990,19.092,14.2990
3879,11/20/19 10:10:00 PM,14.2962,18.996,14.2962
3880,11/20/19 10:15:00 PM,14.2962,18.996,14.2962
3881,11/20/19 10:20:00 PM,14.2987,18.996,14.2987
3882,11/20/19 10:25:00 PM,14.2962,18.996,14.2962
3883,11/20/19 10:30:00 PM,14.2962,18.996,14.2962
3884,11/20/19 10:35:00 PM,14.2936,18.901,14.2936
3885,11/20/19 10:40:00 PM,14.2984,18.901,14.2984
3886,11/20/19 10:45:00 PM,14.2961,18.901,14.2961
3887,11/20/19 10:50:00 PM,14.2936,18.901,14.2936
3888,11/20/19 10:55:00 PM,14.3012,18.996,14.3012
3889,11/20/19 11:00:00 PM,14.3035,18.996,14.3035
3890,11/20/19 11:05:00 PM,14.3012,18.996,14.3012
3891,11/20/19 11:10:00 PM,14.2962,18.996,14.2962
3892,11/20/19 11:15:00 PM,14.2962,18.996,14.2962
3893,11/20/19 11:20:00 PM,14.2939,18.996,14.2939
3894,11/20/19 11:25:00 PM,14.2962,18.996,14.2962
3895,11/20/19 11:30:00 PM,14.2939,18.996,14.2939
3896,11/20/19 11:35:00 PM,14.2962,18.996,14.2962
3897,11/20/19 11:40:00 PM,14.2914,18.996,14.2914
3898,11/20/19 11:45:00 PM,14.2914,18.996,14.2914
3899,11/20/19 11:50:00 PM,14.2914,18.996,14.2914
3900,11/20/19 11:55:00 PM,14.2914,18.996,14.2914
3901,11/21/19 12:00:00 AM,14.2890,18.996,14.2890
3902,11/21/19 12:05:00 AM,14.2890,18.996,14.2890
3903,11/21/19 12:10:00 AM,14.2890,18.996,14.2890
3904,11/21/19 12:15:00 AM,14.2890,18.996,14.2890
3905,11/21/19 12:20:00 AM,14.2914,18.996,14.2914
3906,11/21/19 12:25:00 AM,14.2890,18.996,14.2890
3907,11/21/19 12:30:00 AM,14.2867,18.996,14.2867
3908,11/21/19 12:35:00 AM,14.2890,18.996,14.2890
3909,11/21/19 12:40:00 AM,14.2867,18.996,14.2867
3910,11/21/19 12:45:00 AM,14.2890,18.996,14.2890
3911,11/21/19 12:50:00 AM,14.2867,18.996,14.2867
3912,11/21/19 12:55:00 AM,14.2890,18.996,14.2890
3913,11/21/19 01:00:00 AM,14.2890,18.996,14.2890
3914,11/21/19 01:05:00 AM,14.2893,19.092,14.2893
3915,11/21/19 01:10:00 AM,14.2893,19.092,14.2893
3916,11/21/19 01:15:00 AM,14.2917,19.092,14.2917
3917,11/21/19 01:20:00 AM,14.2893,19.092,14.2893
3918,11/21/19 01:25:00 AM,14.2869,19.092,14.2869
3919,11/21/19 01:30:00 AM,14.2893,19.092,14.2893
3920,11/21/19 01:35:00 AM,14.2869,19.092,14.2869
3921,11/21/19 01:40:00 AM,14.2845,19.092,14.2845
3922,11/21/19 01:45:00 AM,14.2867,18.996,14.2867
3923,11/21/19 01:50:00 AM,14.2890,18.996,14.2890
3924,11/21/19 01:55:00 AM,14.2914,18.996,14.2914
3925,11/21/19 02:00:00 AM,14.2914,18.996,14.2914
3926,11/21/19 02:05:00 AM,14.2867,18.996,14.2867
3927,11/21/19 02:10:00 AM,14.2890,18.996,14.2890
3928,11/21/19 02:15:00 AM,14.2890,18.996,14.2890
3929,11/21/19 02:20:00 AM,14.2914,18.996,14.2914
3930,11/21/19 02:25:00 AM,14.2890,18.996,14.2890
3931,11/21/19 02:30:00 AM,14.2890,18.996,14.2890
3932,11/21/19 02:35:00 AM,14.2890,18.996,14.2890
3933,11/21/19 02:40:00 AM,14.2914,18.996,14.2914
3934,11/21/19 02:45:00 AM,14.2939,18.996,14.2939
3935,11/21/19 02:50:00 AM,14.2911,18.901,14.2911
3936,11/21/19 02:55:00 AM,14.2911,18.901,14.2911
3937,11/21/19 03:00:00 AM,14.2911,18.901,14.2911
3938,11/21/19 03:05:00 AM,14.2936,18.901,14.2936
3939,11/21/19 03:10:00 AM,14.2911,18.901,14.2911
3940,11/21/19 03:15:00 AM,14.2936,18.901,14.2936
3941,11/21/19 03:20:00 AM,14.2936,18.901,14.2936
3942,11/21/19 03:25:00 AM,14.2936,18.901,14.2936
3943,11/21/19 03:30:00 AM,14.2909,18.806,14.2909
3944,11/21/19 03:35:00 AM,14.2933,18.806,14.2933
3945,11/21/19 03:40:00 AM,14.2933,18.806,14.2933
3946,11/21/19 03:45:00 AM,14.2933,18.806,14.2933
3947,11/21/19 03:50:00 AM,14.2906,18.711,14.2906
3948,11/21/19 03:55:00 AM,14.2882,18.711,14.2882
3949,11/21/19 04:00:00 AM,14.2906,18.711,14.2906
3950,11/21/19 04:05:00 AM,14.2882,18.711,14.2882
3951,11/21/19 04:10:00 AM,14.2882,18.711,14.2882
3952,11/21/19 04:15:00 AM,14.2880,18.616,14.2880
3953,11/21/19 04:20:00 AM,14.2855,18.616,14.2855
3954,11/21/19 04:25:00 AM,14.2855,18.616,14.2855
3955,11/21/19 04:30:00 AM,14.2855,18.616,14.2855
3956,11/21/19 04:35:00 AM,14.2855,18.616,14.2855
3957,11/21/19 04:40:00 AM,14.2832,18.616,14.2832
3958,11/21/19 04:45:00 AM,14.2807,18.616,14.2807
3959,11/21/19 04:50:00 AM,14.2807,18.616,14.2807
3960,11/21/19 04:55:00 AM,14.2807,18.616,14.2807
3961,11/21/19 05:00:00 AM,14.2829,18.521,14.2829
3962,11/21/19 05:05:00 AM,14.2804,18.521,14.2804
3963,11/21/19 05:10:00 AM,14.2804,18.521,14.2804
3964,11/21/19 05:15:00 AM,14.2804,18.521,14.2804
3965,11/21/19 05:20:00 AM,14.2829,18.521,14.2829
3966,11/21/19 05:25:00 AM,14.2829,18.521,14.2829
3967,11/21/19 05:30:00 AM,14.2829,18.521,14.2829
3968,11/21/19 05:35:00 AM,14.2829,18.521,14.2829
3969,11/21/19 05:40:00 AM,14.2829,18.521,14.2829
3970,11/21/19 05:45:00 AM,14.2832,18.616,14.2832
